Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1.5 tons,38 dB,,,,,,,,B00W7BSXAY," 34,000.00",Whirlpool,"Whirlpool 3D Cool PLT V Split AC (1.5 Ton, 5 Star Rating, Silver): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,WHIEUY129,,,Silver,1451 Watts,Split,,230 Volts,http://www.amazon.in/Whirlpool-Cool-Split-Rating-Silver/dp/B00W7BSXAY/ref=sr_1_565/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-565
,2 tons,37 dB,,,,,,,,B00WR3WQ5A," 49,399.00",Hitachi,"Hitachi RAU324AVD Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,RAU324AVD,#458,"#4,33,602",White,2134 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU324AVD-Split-Rating-Copper/dp/B00WR3WQ5A/ref=sr_1_563/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-563
,2 tons,40 dB,,,,,,,,B00WU33SNQ,,LG,"LG LSA6AU2A Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,"43,490.00",Remote Control,LSA6AU2A,,,White,2040 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA6AU2A-Split-Rating-Copper/dp/B00WU33SNQ/ref=sr_1_562/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-562
,1.5 tons,42 dB,,,,,,,,B00WU347WM," 36,600.00",Blue Star,"Blue Star 3HW18FB1 Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"38,800.00",Remote Control,3HW18FB1,,,White,1550 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW18FB1-Rating-Copper/dp/B00WU347WM/ref=sr_1_561/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-561
,1 tons,33 dB,,,,,,,,B00WUF7JXO," 30,000.00",Videocon,"Videocon VSN35.RV1 -MDA Split AC (1 Ton, 5 Star Rating, Red): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,VSN35.RV1 -MDA,,,Red,998 Watts,Split,,230 Volts,http://www.amazon.in/Videocon-VSN35-RV1-MDA-Split-Rating/dp/B00WUF7JXO/ref=sr_1_559/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-559
,1 tons,33 dB,,,,,,,,B00WUF8Y6U," 28,000.00",Videocon,"Videocon VSD33 GV1 Split AC (1 Ton, 3 Star Rating, Graphic): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,VSD33 GV1,#710,"#6,49,107",Graphic,1070 Watts,Split,,230 Volts,http://www.amazon.in/Videocon-VSD33-GV1-Rating-Graphic/dp/B00WUF8Y6U/ref=sr_1_558/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-558
,2 tons,50 dB,,,,,,,,B00WW5T2UK," 40,000.00",Panasonic,"Panasonic UC24RKY2 Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,UC24RKY2,,Remote Control,UC24RKY2,#543,"#5,20,955",White,2100 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-UC24RKY2-Split-Rating-Copper/dp/B00WW5T2UK/ref=sr_1_557/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-557
,2 tons,48 dB,,,,,,,,B00WU34E20," 44,900.00",Blue Star,"Blue Star 3HW24FB1 Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"47,600.00",Remote Control,3HW24FB1,,,White,1960 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW24FB1-Rating-Copper/dp/B00WU34E20/ref=sr_1_560/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-560
,1 tons,40.4 dB,,,,,,,,B00XKS57S4," 26,900.00",Voltas,"Voltas SAC 123 Dya Deluxe Split AC (1 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,SAC 1T 3S 123 Dya,#397,"#3,82,436",White,1028 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-SAC-123-Dya-Aluminium/dp/B00XKS57S4/ref=sr_1_555/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-555
,2 tons,40 dB,,,,,,,,B00Y2U3WD6," 42,000.00",LG,"LG LSA6NP3A Split AC (2 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,LSA6NP3A,,Remote Control,LSA6NP3A,#409,"#3,93,844",White,2000 Watts,Split,,,http://www.amazon.in/LG-LSA6NP3A-Split-Rating-Aluminium/dp/B00Y2U3WD6/ref=sr_1_551/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-551
,1.5 tons,35 dB,,,,,,,,B00Y2U41PO," 36,490.00",LG,"LG LSA5AT2D Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,LSA5AT2D,,Remote Control,LSA5AT2D,,,White,1535 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA5AT2D-Split-Rating-Copper/dp/B00Y2U41PO/ref=sr_1_550/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-550
,1.5 tons,36 dB,,,,,,,,B00Y2U487K," 32,790.00",LG,"LG LSA5AT3D Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,LSA5AT3D,,Remote Control,LSA5AT3D,,,White,1615 Watts,Split,,,http://www.amazon.in/LG-LSA5AT3D-Split-Rating-Aluminium/dp/B00Y2U487K/ref=sr_1_549/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-549
,2 tons,40 dB,,,,,,,,B00Y2U4LHW," 48,490.00",LG,"LG LSA6AT3D Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,LSA6AT3D,,Remote Control,LSA6AT3D,#697,"#6,47,802",White,2000 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA6AT3D-Split-Rating-Copper/dp/B00Y2U4LHW/ref=sr_1_547/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-547
,1 tons,38 dB,,,,,,,,B00Y2U5ATK," 27,790.00",Onida,"Onida S122TFL-L Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,S122TFL-L,,Remote Control,S122TFL-L,,,White,1140 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S122TFL-L-Split-Rating-Copper/dp/B00Y2U5ATK/ref=sr_1_545/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-545
,1.5 tons,44 dB,,,,,,,,B00YH8KXWG," 31,500.00",Daikin,"Daikin DTC50QRV16 Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,DTC50QRV16,,Remote Control,DTC50QRV16,#677,"#6,41,035",White,1605 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-DTC50QRV16-Split-Rating-White/dp/B00YH8KXWG/ref=sr_1_542/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-542
,1 tons,43 dB,,,,,,,,B00Y2U5GIA," 37,800.00",Onida,"Onida S185SMH Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,S185SMH,,Remote Control,S185SMH,,,White,1495 Watts,Split,,,http://www.amazon.in/Onida-S185SMH-Split-Rating-Copper/dp/B00Y2U5GIA/ref=sr_1_544/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-544
,0.8 tons,34 dB,,,,,,,,B00XXQTI4M," 24,900.00",Onida,"Onida Smart S093SMH W Split AC (0.8 Ton, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,SMART-S093SMH-W,"26,290.00",Remote Control,SMART-S093SMH-W,#432,"#4,01,948",White,800 Watts,Split,,,http://www.amazon.in/Onida-Smart-S093SMH-Split-Copper/dp/B00XXQTI4M/ref=sr_1_554/253-5712465-3882709?ie=UTF8&qid=1485082736&s=kitchen&sr=1-554
,1 tons,50 dB,,,,,,,,B00YH8OZYI," 19,600.00",Panasonic,"Panasonic UC1215YA Window AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,UC1215YA,,Remote Control,UC1215YA,#519,"#5,10,345",White,1180 Watts,Window,,230 Volts,http://www.amazon.in/Panasonic-UC1215YA-Window-Rating-Copper/dp/B00YH8OZYI/ref=sr_1_540/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-540
,1 tons,43 dB,,,,,,,,B00YH8P6KU," 27,500.00",Panasonic,"Panasonic UC12QKY2-1 Split AC (1 Ton, 2 Star Rating, Ivory, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,UC12QKY2-1,,Remote Control,UC12QKY2-1,,,Ivory,1100 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-UC12QKY2-1-Split-Rating-Copper/dp/B00YH8P6KU/ref=sr_1_539/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-539
,1 tons,,,,,,,,,B00YN4R7SM," 35,719.00",Onida,"Onida Marvel INV12MVL Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,MARVEL-INV12MVL,"39,590.00",Remote Control,MARVEL-INV12MVL,,,White,1420 Watts,Split,,,http://www.amazon.in/Onida-Marvel-INV12MVL-Split-Copper/dp/B00YN4R7SM/ref=sr_1_536/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-536
,1.5 tons,47 dB,Amzing cooling capacity 5450 better amongs all in 1.5 ton categoryService is very niceFor looks -6 star,,,,,,,B00YH8R53G," 39,000.00",Panasonic,"Panasonic YC18RKYT3 Split AC (1.5 Ton, 3 Star Rating, Maroon, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,YC18RKYT3,,Remote Control,YC18RKYT3,,,Maroon,1730 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Panasonic-YC18RKYT3-Rating-Maroon-Copper/dp/B00YH8R53G/ref=sr_1_537/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-537
,1.5 tons,,,,,,,,,B00YN4SJDO," 43,991.00",Onida,"Onida Elegance INV18ELE7 Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,ELEGANCE-INV18ELE7,"49,990.00",Remote Control,ELEGANCE-INV18ELE7,,,White,1590 Watts,Split,,230 Volts,http://www.amazon.in/Onida-Elegance-INV18ELE7-Split-Copper/dp/B00YN4SJDO/ref=sr_1_535/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-535
,1 tons,43 dB,,,,,,,,B00YH8JDAY," 36,200.00",Blue Star,"Blue Star 5HW12SC1 Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,5HW12SC1,"36,400.00",Remote Control,5HW12SC1,,,White,1005 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-5HW12SC1-Split-Rating/dp/B00YH8JDAY/ref=sr_1_543/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-543
,1 tons,,,,,,,,,B00YN4YK14," 28,000.00",Onida,"Onida Techno Flat S123TFL L Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,,TECHNO FLAT-S123TFL-L,"29,790.00",Remote Control,TECHNO FLAT-S123TFL-L,#403,"#3,90,521",White,1050 Watts,Split,,,http://www.amazon.in/Onida-Techno-S123TFL-Split-Copper/dp/B00YN4YK14/ref=sr_1_532/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-532
,1 tons,,,,,,,,,B00YN4UKYK," 31,231.00",Onida,"Onida Tracy SA125TRC Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,,TRACY-SA125TRC,"34,390.00",Remote Control,TRACY-SA125TRC,#525,"#5,12,807",White,977 Watts,Split,,230 Volts,http://www.amazon.in/Onida-Tracy-SA125TRC-Split-Copper/dp/B00YN4UKYK/ref=sr_1_534/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-534
,1.5 tons,50 dB,,,,,,,,B00Z60WV56," 34,790.00",Hitachi,"Hitachi RAW518KUD Kaze Plus Window AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,HTI_RAW518KUD_Kaze_WHE,,Remote Control,RAW518KUD,,,White,1575 Watts,Window,,230 Volts,http://www.amazon.in/Hitachi-RAW518KUD-Window-Rating-Copper/dp/B00Z60WV56/ref=sr_1_530/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-530
,1.5 tons,48 dB,,,,,,,,B010DLWT3G," 31,000.00",Voltas,"Voltas 1.5T183LYI Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,1.5 T 183 LYi,,Remote Control,1.5 T 183 LYi,#469,"#4,43,907",White,1539 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-1-5T183LYI-1-5-Rating-Copper/dp/B010DLWT3G/ref=sr_1_529/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-529
,,37 dB,,,,,,,,B017M3V7YA," 26,300.00",Electrolux,"Electrolux SP12P3-Split AC(1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star,SP12P3,,,SP12P3,,,White,1100 Watts,Split,,,http://www.amazon.in/Electrolux-SP12P3-Split-Star-Rating-White/dp/B017M3V7YA/ref=sr_1_503/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-503
,1.5 tons,,,,,,,,,B00YN5232G," 32,826.00",Onida,"Onida Trendy SA185TRD Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,,TRENDY-SA185TRD,"41,990.00",Remote Control,TRENDY-SA185TRD,#510,"#5,07,674",White,1465 Watts,Split,,,http://www.amazon.in/Onida-Trendy-SA185TRD-Split-Copper/dp/B00YN5232G/ref=sr_1_531/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-531
,1.5 tons,,,,,,,,,B019GZRDYU," 27,497.00",Midea,"Midea 18K Flair Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"36,300.00",Remote Control,18K Flair,,,White,,Split,,230 Volts,http://www.amazon.in/Midea-18K-Flair-Split-Rating/dp/B019GZRDYU/ref=sr_1_502/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-502
,2 tons,,,,,,,,,B019GZRI6I," 46,700.00",Midea,"Midea 24K Flair-X Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"50,100.00",Remote Control,24K Flair - X,,,White,,Split,,,http://www.amazon.in/Midea-24K-Flair-X-Split-Rating/dp/B019GZRI6I/ref=sr_1_501/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-501
,1 tons,,,,,,,,,B019GZRI8G," 28,500.00",Midea,"Midea 12K Flair-X Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"32,700.00",Remote Control,12K Flair - X,,,White,,Split,,,http://www.amazon.in/Midea-12K-Flair-X-Split-Rating/dp/B019GZRI8G/ref=sr_1_500/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-500
,2 tons,,,,,,,,,B019GZRIMC," 47,100.00",Midea,"Midea 24K Florista Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"50,600.00",Remote Control,24K Florista,,,White,,Split,,230 Volts,http://www.amazon.in/Midea-24K-Florista-Split-Rating/dp/B019GZRIMC/ref=sr_1_498/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-498
,1.5 tons,,,,,,,,,B019GZRIXQ," 42,300.00",Midea,"Midea 18K Florista Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,18K Florista,,,White,,Split,,230 Volts,http://www.amazon.in/Midea-18K-Florista-Split-Rating/dp/B019GZRIXQ/ref=sr_1_497/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-497
,2 tons,,,,,,,,,B019GZRIBS," 47,100.00",Midea,"Midea 24K Flair Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,24K Flair,,,White,,Split,,230 Volts,http://www.amazon.in/Midea-24K-Flair-Split-Rating/dp/B019GZRIBS/ref=sr_1_499/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-499
,1.5 tons,38 dB,,,,,,,,B01AVZOWK2,,Whirlpool,"Whirlpool 3D Cool Xtreme HD Split AC (1.5 Ton, 3 Star Rating, Wine Silver): Amazon.in: Home & Kitchen",,3 Star Rating,1.50 TON 3DCOOL XTREME HD 3S WINE SILVER,,Remote Control,3D Cool Xtreme HD,,,Wine Silver,1620 Watts,Split,,,http://www.amazon.in/Whirlpool-3D-Cool-Xtreme-HD/dp/B01AVZOWK2/ref=sr_1_496/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-496
,1.5 tons,,,,,,,,,B01AVZOWKC," 31,129.00",Whirlpool,"Whirlpool 3D Cool Xtreme HD Split AC (1.5 Ton, 3 Star Rating, White Gold, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3D Cool Xtreme HD,,,White Gold,,Split,,230 Volts,http://www.amazon.in/Whirlpool-3D-Cool-Xtreme-HD/dp/B01AVZOWKC/ref=sr_1_495/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-495
,1.5 tons,,,,,,,,,B01AVZP3PU,,Whirlpool,"Whirlpool 3D Cool HD Split AC (1.5 Ton, 3 Star Rating, Wine Silver, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3D Cool HD,,,Wine Silver,,Split,,,http://www.amazon.in/Whirlpool-3D-Cool-HD-Aluminium/dp/B01AVZP3PU/ref=sr_1_492/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-492
,1.5 tons,,i purchased ac this model last week  its very good product and giving cooling better then another ac's,,,,,,,B01AVZP3K0," 29,900.00",Whirlpool,"Whirlpool 3D Cool HD Split AC (1.5 Ton, 3 Star Rating, Snow White, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,,,Remote Control,3D Cool HD,#416,"#3,95,455",Snow White,,Split,4.0 out of 5 stars,230 Volts,http://www.amazon.in/Whirlpool-3D-Cool-HD-Aluminium/dp/B01AVZP3K0/ref=sr_1_493/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-493
,1.5 tons,,,,,,,,,B01AVZP472," 29,990.00",Whirlpool,"Whirlpool 3D Cool HD Split AC (1.5 Ton, 3 Star Rating, Snow White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3D Cool HD,#537,"#5,18,665",Snow White,,Split,,,http://www.amazon.in/Whirlpool-3D-Cool-HD-Rating/dp/B01AVZP472/ref=sr_1_491/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-491
,1.5 tons,,,,,,,,,B01AVZPF30,,Whirlpool,"Whirlpool Fantasia Inverter AC (1.5 Ton, White): Amazon.in: Home & Kitchen",,,,,Remote Control,Fantasia 1.5T,,,White,,Split,,,http://www.amazon.in/Whirlpool-Fantasia-Inverter-1-5-White/dp/B01AVZPF30/ref=sr_1_488/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-488
,1 tons,,,,,,,,,B01BDLCG92," 27,990.00",LG,"LG LSA3AU3A1 Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,LSA3AU3A1,#470,"#4,47,346",White,,Split,,230 Volts,http://www.amazon.in/LG-LSA3AU3A1-Split-Rating-Copper/dp/B01BDLCG92/ref=sr_1_487/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-487
,2 tons,,,,,,,,,B01AVZP9W2," 36,699.00",Whirlpool,"Whirlpool 3D Cool HD Split AC (2 Ton, 3 Star Rating, Snow White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3D Cool HD,,,Snow White,,Split,,230 Volts,http://www.amazon.in/Whirlpool-3D-Cool-HD-Aluminium/dp/B01AVZP9W2/ref=sr_1_489/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-489
,1.5 tons,,,,,,,,,B01BNBSBUU," 39,000.00",Blue Star,"Blue Star BO-5HW18SAX Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,,,Remote Control,5HW18SAX,,,White,,Split,,240 Volts,http://www.amazon.in/Blue-Star-BO-5HW18SAX-Rating-Aluminium/dp/B01BNBSBUU/ref=sr_1_484/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-484
,1.2 tons,,This model is working Fine. Indoor Unit is so silent. Out door unit little bit noisy with light screaming sound. Over all very good ac,Excellent Performance,"PLEASE DON'T BUY ANY HITACHI PRODUCT, NO PROPER SERVICE",,,,,B01BSNSDKQ," 33,000.00",Hitachi,"Hitachi RAU314IWD Zunoh Split AC (1.2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,,"37,590.00",Remote Control,RAU314IWD,#396,"#3,82,110",White,,Split,3.3 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU314IWD-Zunoh-Rating-Copper/dp/B01BSNSDKQ/ref=sr_1_482/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-482
,1.5 tons,,,,,,,,,B01BSNSFN6," 48,900.00",Hitachi,"Hitachi RAU318AWEA Kashikoi Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"53,590.00",Remote Control,RAU318AWEA,,,White,,Split,,,http://www.amazon.in/Hitachi-RAU318AWEA-Kashikoi-Rating-Copper/dp/B01BSNSFN6/ref=sr_1_481/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-481
,1.5 tons,48 dB,,,,,,,,B010DLYA56," 39,800.00",Voltas,"Voltas 1.5T18VEYW Split AC (1.5 Ton, White, Aluminium): Amazon.in: Home & Kitchen",,,,"59,990.00",Remote Control,,#514,"#5,09,401",White,1600 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-1-5T18VEYW-Split-1-5-Aluminium/dp/B010DLYA56/ref=sr_1_528/254-3367447-3646326?ie=UTF8&qid=1485082728&s=kitchen&sr=1-528
,1 tons,33 dB,"Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India...",,,,,,,B012AMMBIY," 25,890.00",Videocon,"Videocon VSD35.WV1-MDA Split AC (1 Ton, 5 Star Rating, White) with Free VC060P 47-Litre Refrigerator: Amazon.in: Home & Kitchen",1 review,5 Star Rating,,"32,990.00",Remote Control,VSD35.WV1-MDA + VC060P,,,White,995 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Videocon-VSD35-WV1-MDA-VC060P-47-Litre-Refrigerator/dp/B012AMMBIY/ref=sr_1_525/254-3367447-3646326?ie=UTF8&qid=1485082728&s=kitchen&sr=1-525
,1 tons,40 dB,,,,,,,,B01BNJB67M," 30,000.00",Blue Star,"Blue Star 3HW12JBG3 Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3HW12JBG3,#472,"#4,48,689",White,1085 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW12JBG3-Split-Rating/dp/B01BNJB67M/ref=sr_1_483/255-2839392-8818355?ie=UTF8&qid=1485082728&s=kitchen&sr=1-483
,1 tons,42 dB,,,,,,,,B010DLYK9M,,Voltas,"Voltas 1.0T12VEYW Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,,1.0 T 12V EY-W,"56,200.00",Remote Control,1.0 T 12V EY-W,,,White,1080 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-1-0T12VEYW-Split-White-Copper/dp/B010DLYK9M/ref=sr_1_527/254-3367447-3646326?ie=UTF8&qid=1485082728&s=kitchen&sr=1-527
,2 tons,51 dB,,,,,,,,B010DLYTF2,,Voltas,"Voltas 2.0T24VEYW Split AC (2 Ton, White, Aluminium): Amazon.in: Home & Kitchen",,,2.0 T 24V EY-W,"73,480.00",Remote Control,2.0 T 24V EY-W,#402,"#3,90,285",White,1985 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-2-0T24VEYW-Split-White-Aluminium/dp/B010DLYTF2/ref=sr_1_526/254-3367447-3646326?ie=UTF8&qid=1485082728&s=kitchen&sr=1-526
